gene_id	locus	CDS_length	strand
ENSSHAG00000025511	A:21555364-21556308	945	-
ENSSHAG00000023259	A:21556309-21556929	621	-
ENSSHAG00000005387	A:21556930-21558135	1206	+
ENSSHAG00000007430	A:21558136-21559425	1290	+
ENSSHAG00000029600	A:21559426-21559947	522	+
ENSSHAG00000024802	A:21559948-21560685	738	+
ENSSHAG00000003814	A:21560686-21562761	2076	+
ENSSHAG00000023581	A:21562762-21564411	1650	-
ENSSHAG00000028227	A:21564412-21565014	603	-
ENSSHAG00000008709	A:21565015-21567480	2466	+
ENSSHAG00000008064	A:21567481-21570246	2766	-
ENSSHAG00000022209	A:21570247-21571038	792	-
ENSSHAG00000001393	A:21571039-21576150	5112	+
ENSSHAG00000000026	A:21576151-21576765	615	-
ENSSHAG00000031958	A:21576766-21577224	459	-
ENSSHAG00000012424	A:21577225-21583884	6660	-
ENSSHAG00000024598	A:21583885-21584466	582	+
ENSSHAG00000010469	A:21584467-21586842	2376	-
ENSSHAG00000007183	A:21586843-21587658	816	+
ENSSHAG00000023943	A:21587659-21589140	1482	+
ENSSHAG00000024867	A:21589141-21589539	399	+
ENSSHAG00000024345	A:21589540-21591213	1674	+
ENSSHAG00000014435	A:21591214-21592467	1254	-
ENSSHAG00000014094	A:21592468-21593436	969	-
ENSSHAG00000012760	A:21593437-21597441	4005	+
ENSSHAG00000011432	A:21597442-21599703	2262	+
ENSSHAG00000010721	A:21599704-21602493	2790	+
ENSSHAG00000010457	A:21602494-21603570	1077	+
ENSSHAG00000009844	A:21603571-21605085	1515	-
ENSSHAG00000015549	A:21605086-21607278	2193	+
ENSSHAG00000029987	A:21607279-21607704	426	+
ENSSHAG00000014728	A:21607705-21609984	2280	-
ENSSHAG00000013509	A:21609985-21612036	2052	+
ENSSHAG00000013316	A:21612037-21613497	1461	+
ENSSHAG00000008160	A:21613498-21614832	1335	+
ENSSHAG00000006070	A:21614833-21616596	1764	+
ENSSHAG00000005937	A:21616597-21617154	558	-
ENSSHAG00000004870	A:21617155-21617697	543	-
ENSSHAG00000012982	A:21617698-21619632	1935	-
ENSSHAG00000008905	A:21619633-21620064	432	-
ENSSHAG00000008484	A:21620065-21621456	1392	+
ENSSHAG00000008045	A:21621457-21622986	1530	+
ENSSHAG00000007527	A:21622987-21624525	1539	+
ENSSHAG00000025054	A:21624526-21625539	1014	+
ENSSHAG00000006987	A:21625540-21626532	993	+
ENSSHAG00000023854	A:21626533-21627561	1029	+
ENSSHAG00000006086	A:21627562-21628596	1035	+
ENSSHAG00000005905	A:21628597-21629625	1029	+
ENSSHAG00000005712	A:21629626-21630660	1035	-
ENSSHAG00000021424	A:21630661-21631704	1044	-
ENSSHAG00000022667	A:21631705-21632748	1044	-
ENSSHAG00000030009	A:21632749-21633801	1053	-
ENSSHAG00000030152	A:21633802-21634842	1041	-
ENSSHAG00000028696	A:21634843-21635880	1038	-
ENSSHAG00000025823	A:21635881-21636921	1041	-
ENSSHAG00000021707	A:21636922-21637953	1032	-
ENSSHAG00000021975	A:21637954-21638997	1044	-
ENSSHAG00000014440	A:21638998-21639786	789	+
ENSSHAG00000013872	A:21639787-21641514	1728	+
ENSSHAG00000011032	A:21641515-21642573	1059	+
ENSSHAG00000023647	A:21642574-21643182	609	+
ENSSHAG00000025861	A:21643183-21645930	2748	-
ENSSHAG00000008503	A:21645931-21648540	2610	-
ENSSHAG00000007870	A:21648541-21652677	4137	+
ENSSHAG00000007697	A:21652678-21653622	945	-
ENSSHAG00000001178	A:21653623-21655305	1683	-
ENSSHAG00000018594	A:21655306-21659100	3795	+
ENSSHAG00000031156	A:21659101-21660573	1473	-
ENSSHAG00000031454	A:21660574-21661071	498	+
ENSSHAG00000017728	A:21661072-21661980	909	+
ENSSHAG00000017557	A:21661981-21664464	2484	-
ENSSHAG00000016757	A:21664465-21666462	1998	+
ENSSHAG00000015297	A:21666463-21675993	9531	-
ENSSHAG00000006991	A:21675994-21680307	4314	+
ENSSHAG00000001149	A:21680308-21682077	1770	+
ENSSHAG00000003986	A:21682078-21683079	1002	-
ENSSHAG00000032049	A:21683080-21685989	2910	+
ENSSHAG00000031072	A:21685990-21687006	1017	+
ENSSHAG00000018661	A:21687007-21688074	1068	-
ENSSHAG00000021523	A:21688075-21688908	834	-
ENSSHAG00000032044	A:21688909-21689202	294	-
ENSSHAG00000016956	A:21689203-21690663	1461	-
ENSSHAG00000025391	A:21690664-21691191	528	+
ENSSHAG00000031635	A:21691192-21691731	540	-
ENSSHAG00000016652	A:21691732-21694572	2841	-
ENSSHAG00000028202	A:21694573-21695652	1080	-
ENSSHAG00000015003	A:21695653-21696255	603	+
ENSSHAG00000023145	A:21696256-21698196	1941	-
ENSSHAG00000026339	A:21698197-21698820	624	-
ENSSHAG00000026764	A:21698821-21699123	303	-
ENSSHAG00000012374	A:21699124-21701376	2253	+
ENSSHAG00000021895	A:21701377-21702357	981	-
ENSSHAG00000003607	A:21702358-21703725	1368	-
ENSSHAG00000031871	A:21703726-21704121	396	-
ENSSHAG00000001371	A:21704122-21704376	255	-
ENSSHAG00000025963	A:21704377-21705669	1293	+
ENSSHAG00000013678	A:21705670-21707028	1359	+
ENSSHAG00000013467	A:21707029-21708726	1698	-
ENSSHAG00000027111	A:21708727-21709872	1146	-
ENSSHAG00000002276	A:21709873-21713763	3891	+
ENSSHAG00000027577	A:21713764-21714069	306	-
ENSSHAG00000011472	A:21714070-21716058	1989	+
ENSSHAG00000009752	A:21716059-21719481	3423	+
ENSSHAG00000007946	A:21719482-21722946	3465	+
ENSSHAG00000008878	A:21722947-21723567	621	-
ENSSHAG00000022550	A:21723568-21725970	2403	+
ENSSHAG00000022683	A:21725971-21727197	1227	-
ENSSHAG00000031483	A:21727198-21728103	906	-
ENSSHAG00000013766	A:21728104-21729636	1533	-
ENSSHAG00000013357	A:21729637-21731001	1365	+
ENSSHAG00000023740	A:21731002-21733179	2178	-
ENSSHAG00000011540	A:21733180-21733605	426	-
ENSSHAG00000009393	A:21733606-21736395	2790	-
ENSSHAG00000008754	A:21736396-21739182	2787	+
ENSSHAG00000008042	A:21739183-21740799	1617	-
ENSSHAG00000017118	A:21740800-21742506	1707	+
ENSSHAG00000007508	A:21742507-21744705	2199	-
ENSSHAG00000030217	A:21744706-21745425	720	-
ENSSHAG00000025679	A:21745426-21746505	1080	+
ENSSHAG00000006568	A:21746506-21747450	945	-
ENSSHAG00000005649	A:21747451-21748041	591	+
ENSSHAG00000023597	A:21748042-21748968	927	-
ENSSHAG00000004138	A:21748969-21749850	882	-
ENSSHAG00000025331	A:21749851-21750777	927	-
ENSSHAG00000000534	A:21750778-21753672	2895	-
ENSSHAG00000018559	A:21753673-21755028	1356	-
ENSSHAG00000018580	A:21755029-21757065	2037	+
ENSSHAG00000018366	A:21757066-21758616	1551	+
ENSSHAG00000021743	A:21758617-21758877	261	-
ENSSHAG00000026218	A:21758878-21759912	1035	+
ENSSHAG00000029979	A:21759913-21761376	1464	+
ENSSHAG00000032396	A:21761377-21762525	1149	-
ENSSHAG00000030163	A:21762526-21763011	486	-
ENSSHAG00000014100	A:21763012-21768042	5031	+
ENSSHAG00000014011	A:21768043-21768282	240	-
ENSSHAG00000013871	A:21768283-21769710	1428	+
ENSSHAG00000013692	A:21769711-21770772	1062	-
ENSSHAG00000010594	A:21770773-21772881	2109	+
ENSSHAG00000009775	A:21772882-21774603	1722	+
ENSSHAG00000006121	A:21774604-21783483	8880	+
ENSSHAG00000005396	A:21783484-21784839	1356	-
ENSSHAG00000002106	A:21784840-21786315	1476	-
ENSSHAG00000002212	A:21786316-21787242	927	-
ENSSHAG00000023524	A:21787243-21787986	744	-
ENSSHAG00000027662	A:21787987-21789003	1017	-
ENSSHAG00000002539	A:21789004-21790524	1521	+
ENSSHAG00000000518	A:21790525-21792270	1746	+
ENSSHAG00000002244	A:21792271-21793293	1023	+
ENSSHAG00000028437	A:21793294-21794421	1128	+
ENSSHAG00000010955	A:21794422-21796158	1737	-
ENSSHAG00000010205	A:21796159-21797838	1680	+
ENSSHAG00000009101	A:21797839-21798915	1077	-
ENSSHAG00000006252	A:21798916-21801633	2718	-
ENSSHAG00000028014	A:21801634-21807396	5763	+
ENSSHAG00000003625	A:21807397-21809355	1959	+
ENSSHAG00000002808	A:21809356-21812748	3393	+
ENSSHAG00000031742	A:21812749-21814035	1287	-
ENSSHAG00000000773	A:21814036-21814971	936	+
ENSSHAG00000029619	A:21814972-21815646	675	+
ENSSHAG00000007042	A:21815647-21819054	3408	-
ENSSHAG00000032351	A:21819055-21819921	867	+
ENSSHAG00000021796	A:21819922-21820245	324	+
ENSSHAG00000005029	A:21820246-21821643	1398	-
ENSSHAG00000002079	A:21821644-21823131	1488	+
ENSSHAG00000000930	A:21823132-21825741	2610	-
ENSSHAG00000018299	A:21825742-21827817	2076	-
ENSSHAG00000018044	A:21827818-21829272	1455	-
ENSSHAG00000023627	A:21829273-21829758	486	+
ENSSHAG00000017854	A:21829759-21830913	1155	-
ENSSHAG00000027777	A:21830914-21831936	1023	+
ENSSHAG00000017510	A:21831937-21834213	2277	+
ENSSHAG00000017079	A:21834214-21835542	1329	+
ENSSHAG00000029303	A:21835543-21838248	2706	-
ENSSHAG00000015599	A:21838249-21839427	1179	+
ENSSHAG00000015283	A:21839428-21841968	2541	+
ENSSHAG00000015190	A:21841969-21842883	915	-
ENSSHAG00000013597	A:21842884-21844461	1578	-
ENSSHAG00000013285	A:21844462-21845646	1185	+
ENSSHAG00000012880	A:21845647-21851778	6132	-
ENSSHAG00000021331	A:21851779-21852603	825	+
ENSSHAG00000010080	A:21852604-21855054	2451	-
ENSSHAG00000014161	A:21855055-21857184	2130	+
ENSSHAG00000013513	A:21857185-21858051	867	+
ENSSHAG00000013121	A:21858052-21859116	1065	+
ENSSHAG00000026134	A:21859117-21859950	834	-
ENSSHAG00000011274	A:21859951-21862659	2709	+
ENSSHAG00000018207	A:21862660-21865362	2703	-
ENSSHAG00000016496	A:21865363-21871980	6618	+
ENSSHAG00000016220	A:21871981-21874275	2295	+
ENSSHAG00000014523	A:21874276-21875304	1029	+
ENSSHAG00000013340	A:21875305-21877506	2202	-
ENSSHAG00000013087	A:21877507-21878355	849	+
ENSSHAG00000012967	A:21878356-21878805	450	-
ENSSHAG00000012542	A:21878806-21881274	2469	+
ENSSHAG00000012240	A:21881275-21883689	2415	+
ENSSHAG00000011955	A:21883690-21884742	1053	+
ENSSHAG00000029301	A:21884743-21885960	1218	+
ENSSHAG00000006900	A:21885961-21887880	1920	+
ENSSHAG00000025884	A:21887881-21889215	1335	-
ENSSHAG00000017024	A:21889216-21892938	3723	+
ENSSHAG00000016625	A:21892939-21894789	1851	-
ENSSHAG00000030054	A:21894790-21895314	525	+
ENSSHAG00000015265	A:21895315-21896286	972	-
ENSSHAG00000015118	A:21896287-21898710	2424	-
ENSSHAG00000014009	A:21898711-21899787	1077	-
ENSSHAG00000028790	A:21899788-21899991	204	-
ENSSHAG00000010074	A:21899992-21901359	1368	-
ENSSHAG00000022985	A:21901360-21902613	1254	+
ENSSHAG00000016194	A:21902614-21905607	2994	+
ENSSHAG00000017677	A:21905608-21907428	1821	+
ENSSHAG00000016295	A:21907429-21909984	2556	+
ENSSHAG00000016250	A:21909985-21910971	987	-
ENSSHAG00000016180	A:21910972-21916797	5826	-
ENSSHAG00000015498	A:21916798-21933585	16788	+
ENSSHAG00000024861	A:21933586-21934371	786	+
ENSSHAG00000015016	A:21934372-21936564	2193	-
ENSSHAG00000014220	A:21936565-21937764	1200	+
ENSSHAG00000013779	A:21937765-21938724	960	+
ENSSHAG00000024384	A:21938725-21940191	1467	+
ENSSHAG00000012914	A:21940192-21941610	1419	+
ENSSHAG00000031294	A:21941611-21943509	1899	-
ENSSHAG00000025141	A:21943510-21944253	744	+
ENSSHAG00000010187	A:21944254-21946044	1791	+
ENSSHAG00000029099	A:21946045-21947463	1419	+
ENSSHAG00000014002	A:21947464-21948405	942	-
ENSSHAG00000024863	A:21948406-21949155	750	+
ENSSHAG00000010900	A:21949156-21951297	2142	-
ENSSHAG00000010566	A:21951298-21953031	1734	+
ENSSHAG00000010369	A:21953032-21954045	1014	-
ENSSHAG00000009798	A:21954046-21955908	1863	-
ENSSHAG00000009375	A:21955909-21956904	996	-
ENSSHAG00000029689	A:21956905-21957195	291	-
ENSSHAG00000028878	A:21957196-21957927	732	+
ENSSHAG00000008589	A:21957928-21966225	8298	-
ENSSHAG00000007283	A:21966226-21966585	360	+
ENSSHAG00000028521	A:21966586-21967680	1095	-
ENSSHAG00000015863	A:21967681-21969549	1869	+
ENSSHAG00000015431	A:21969550-21972309	2760	+
ENSSHAG00000015456	A:21972310-21975276	2967	-
ENSSHAG00000015093	A:21975277-21977058	1782	-
ENSSHAG00000010820	A:21977059-21978942	1884	+
ENSSHAG00000000828	A:21978943-21983181	4239	+
ENSSHAG00000009737	A:21983182-21983796	615	-
ENSSHAG00000027037	A:21983797-21985425	1629	-
ENSSHAG00000003714	A:21985426-21988146	2721	+
ENSSHAG00000021888	A:21988147-21989382	1236	-
ENSSHAG00000022508	A:21989383-21991095	1713	+
ENSSHAG00000025857	A:21991096-21991974	879	-
ENSSHAG00000016091	A:21991975-21993621	1647	+
ENSSHAG00000015860	A:21993622-22001091	7470	-
ENSSHAG00000015531	A:22001092-22002273	1182	+
ENSSHAG00000029876	A:22002274-22003584	1311	-
ENSSHAG00000011492	A:22003585-22007724	4140	+
ENSSHAG00000022672	A:22007725-22009005	1281	+
ENSSHAG00000027161	A:22009006-22009515	510	+
ENSSHAG00000016067	A:22009516-22010709	1194	-
ENSSHAG00000022834	A:22010710-22011498	789	+
ENSSHAG00000015661	A:22011499-22014207	2709	-
ENSSHAG00000015338	A:22014208-22015146	939	+
ENSSHAG00000013428	A:22015147-22015932	786	+
ENSSHAG00000011366	A:22015933-22016301	369	+
ENSSHAG00000009200	A:22016302-22021767	5466	+
ENSSHAG00000008819	A:22021768-22022397	630	+
ENSSHAG00000008549	A:22022398-22023375	978	-
ENSSHAG00000008076	A:22023376-22024842	1467	-
ENSSHAG00000007653	A:22024843-22025814	972	+
ENSSHAG00000025978	A:22025815-22026771	957	-
ENSSHAG00000020671	A:22026772-22027698	927	-
ENSSHAG00000024927	A:22027699-22028664	966	+
ENSSHAG00000021141	A:22028665-22029597	933	-
ENSSHAG00000025910	A:22029598-22030677	1080	-
ENSSHAG00000002475	A:22030678-22031637	960	-
ENSSHAG00000025459	A:22031638-22032570	933	-
ENSSHAG00000026589	A:22032571-22033209	639	+
ENSSHAG00000009668	A:22033210-22034361	1152	-
ENSSHAG00000029598	A:22034362-22035528	1167	+
ENSSHAG00000023915	A:22035529-22035789	261	+
ENSSHAG00000013502	A:22035790-22038039	2250	+
ENSSHAG00000012447	A:22038040-22041864	3825	-
ENSSHAG00000011473	A:22041865-22045293	3429	-
ENSSHAG00000008624	A:22045294-22048977	3684	+
ENSSHAG00000024471	A:22048978-22050096	1119	+
ENSSHAG00000024282	A:22050097-22050345	249	+
ENSSHAG00000005741	A:22050346-22059543	9198	+
ENSSHAG00000008788	A:22059544-22063938	4395	-
ENSSHAG00000029856	A:22063939-22065423	1485	+
ENSSHAG00000004864	A:22065424-22066815	1392	+
ENSSHAG00000023883	A:22066816-22067301	486	-
ENSSHAG00000003944	A:22067302-22069566	2265	-
ENSSHAG00000002951	A:22069567-22071093	1527	+
ENSSHAG00000001847	A:22071094-22073031	1938	-
ENSSHAG00000014723	A:22073032-22075842	2811	-
ENSSHAG00000008965	A:22075843-22080645	4803	-
ENSSHAG00000016382	A:22080646-22082127	1482	-
ENSSHAG00000021663	A:22082128-22083147	1020	+
ENSSHAG00000014724	A:22083148-22084569	1422	-
ENSSHAG00000032284	A:22084570-22084893	324	-
ENSSHAG00000013798	A:22084894-22089504	4611	-
ENSSHAG00000012247	A:22089505-22092267	2763	+
ENSSHAG00000011749	A:22092268-22095648	3381	-
ENSSHAG00000025420	A:22095649-22097283	1635	+
ENSSHAG00000011284	A:22097284-22101201	3918	-
ENSSHAG00000029728	A:22101202-22102173	972	+
ENSSHAG00000011449	A:22102174-22108323	6150	-
ENSSHAG00000024492	A:22108324-22108842	519	-
ENSSHAG00000008367	A:22108843-22110213	1371	+
ENSSHAG00000013169	A:22110214-22111260	1047	+
ENSSHAG00000023090	A:22111261-22111869	609	+
ENSSHAG00000001863	A:22111870-22113399	1530	-
ENSSHAG00000006379	A:22113400-22114110	711	+
ENSSHAG00000024835	A:22114111-22114755	645	-
ENSSHAG00000003028	A:22114756-22117998	3243	-
ENSSHAG00000014250	A:22117999-22125930	7932	+
ENSSHAG00000029627	A:22125931-22133988	8058	+
ENSSHAG00000012189	A:22133989-22136520	2532	+
ENSSHAG00000009325	A:22136521-22137885	1365	+
ENSSHAG00000032062	A:22137886-22138920	1035	+
ENSSHAG00000024248	A:22138921-22140012	1092	-
ENSSHAG00000032151	A:22140013-22141347	1335	-
ENSSHAG00000029078	A:22141348-22144344	2997	-
ENSSHAG00000018382	A:22144345-22145745	1401	-
ENSSHAG00000031578	A:22145746-22147050	1305	-
ENSSHAG00000017632	A:22147051-22149363	2313	-
ENSSHAG00000017310	A:22149364-22151265	1902	+
ENSSHAG00000016777	A:22151266-22153194	1929	+
ENSSHAG00000028536	A:22153195-22154079	885	+
ENSSHAG00000015905	A:22154080-22155315	1236	+
ENSSHAG00000015737	A:22155316-22156689	1374	-
ENSSHAG00000015447	A:22156690-22158579	1890	+
ENSSHAG00000028098	A:22158580-22159245	666	+
ENSSHAG00000026000	A:22159246-22159986	741	+
ENSSHAG00000014906	A:22159987-22160307	321	-
ENSSHAG00000014037	A:22160308-22161417	1110	+
ENSSHAG00000013635	A:22161418-22163322	1905	-
ENSSHAG00000031854	A:22163323-22164384	1062	-
ENSSHAG00000012437	A:22164385-22166976	2592	+
ENSSHAG00000032353	A:22166977-22167459	483	+
ENSSHAG00000012109	A:22167460-22167909	450	-
ENSSHAG00000010639	A:22167910-22178064	10155	+
ENSSHAG00000012585	A:22178065-22179471	1407	-
ENSSHAG00000028854	A:22179472-22180827	1356	-
ENSSHAG00000029329	A:22180828-22181649	822	-
ENSSHAG00000022744	A:22181650-22182450	801	+
ENSSHAG00000006653	A:22182451-22182666	216	+
ENSSHAG00000000853	A:22182667-22183344	678	+
ENSSHAG00000001880	A:22183345-22184067	723	+
ENSSHAG00000023038	A:22184068-22185555	1488	+
ENSSHAG00000031560	A:22185556-22185930	375	-
ENSSHAG00000004258	A:22185931-22186779	849	-
ENSSHAG00000003275	A:22186780-22187610	831	-
ENSSHAG00000001599	A:22187611-22189860	2250	+
ENSSHAG00000009441	A:22189861-22192560	2700	+
ENSSHAG00000008253	A:22192561-22193625	1065	-
ENSSHAG00000007150	A:22193626-22195719	2094	-
ENSSHAG00000028018	A:22195720-22197708	1989	-
ENSSHAG00000002115	A:22197709-22199784	2076	-
ENSSHAG00000017996	A:22199785-22201797	2013	+
ENSSHAG00000017629	A:22201798-22204341	2544	+
ENSSHAG00000017323	A:22204342-22208388	4047	+
ENSSHAG00000017223	A:22208389-22210470	2082	-
ENSSHAG00000016942	A:22210471-22213089	2619	+
ENSSHAG00000016901	A:22213090-22219485	6396	-
ENSSHAG00000029688	A:22219486-22220058	573	+
ENSSHAG00000014961	A:22220059-22223880	3822	+
ENSSHAG00000014884	A:22223881-22225341	1461	+
ENSSHAG00000032374	A:22225342-22226712	1371	-
ENSSHAG00000025348	A:22226713-22228056	1344	+
ENSSHAG00000009950	A:22228057-22229550	1494	-
ENSSHAG00000003305	A:22229551-22231026	1476	+
ENSSHAG00000017642	A:22231027-22233435	2409	-
ENSSHAG00000030708	A:22233436-22234221	786	-
ENSSHAG00000017514	A:22234222-22237191	2970	+
ENSSHAG00000021391	A:22237192-22238289	1098	+
ENSSHAG00000024559	A:22238290-22240335	2046	-
ENSSHAG00000023658	A:22240336-22241631	1296	+
ENSSHAG00000017428	A:22241632-22243803	2172	-
ENSSHAG00000017372	A:22243804-22245165	1362	-
ENSSHAG00000017114	A:22245166-22248009	2844	-
ENSSHAG00000001453	A:22248010-22248609	600	+
ENSSHAG00000015515	A:22248610-22249980	1371	-
ENSSHAG00000030116	A:22249981-22250568	588	+
ENSSHAG00000014967	A:22250569-22251426	858	-
ENSSHAG00000030158	A:22251427-22252296	870	-
ENSSHAG00000024911	A:22252297-22254150	1854	+
ENSSHAG00000014751	A:22254151-22256262	2112	-
ENSSHAG00000014472	A:22256263-22259886	3624	+
ENSSHAG00000014456	A:22259887-22260924	1038	-
ENSSHAG00000014415	A:22260925-22261953	1029	+
ENSSHAG00000023876	A:22261954-22262904	951	+
ENSSHAG00000020933	A:22262905-22264563	1659	-
ENSSHAG00000014178	A:22264564-22265718	1155	+
ENSSHAG00000014014	A:22265719-22270170	4452	-
ENSSHAG00000013823	A:22270171-22277028	6858	+
ENSSHAG00000013569	A:22277029-22277652	624	+
ENSSHAG00000013527	A:22277653-22279269	1617	-
ENSSHAG00000013135	A:22279270-22283658	4389	-
ENSSHAG00000029523	A:22283659-22284216	558	+
ENSSHAG00000012816	A:22284217-22291536	7320	-
ENSSHAG00000031032	A:22291537-22293090	1554	-
ENSSHAG00000012466	A:22293091-22296294	3204	-
ENSSHAG00000012140	A:22296295-22298139	1845	-
ENSSHAG00000012091	A:22298140-22299270	1131	+
ENSSHAG00000027243	A:22299271-22304094	4824	+
ENSSHAG00000022076	A:22304095-22304967	873	+
ENSSHAG00000032050	A:22304968-22305699	732	-
ENSSHAG00000011912	A:22305700-22306839	1140	-
ENSSHAG00000011877	A:22306840-22307454	615	+
ENSSHAG00000011775	A:22307455-22309482	2028	-
ENSSHAG00000011649	A:22309483-22312443	2961	+
ENSSHAG00000011595	A:22312444-22313328	885	-
ENSSHAG00000031977	A:22313329-22314171	843	-
ENSSHAG00000011401	A:22314172-22314756	585	-
ENSSHAG00000027424	A:22314757-22315194	438	+
ENSSHAG00000011219	A:22315195-22315941	747	-
ENSSHAG00000010942	A:22315942-22319247	3306	-
ENSSHAG00000028400	A:22319248-22320315	1068	+
ENSSHAG00000001537	A:22320316-22321353	1038	+
ENSSHAG00000009287	A:22321354-22326546	5193	-
ENSSHAG00000030340	A:22326547-22326720	174	+
ENSSHAG00000004599	A:22326721-22330455	3735	+
ENSSHAG00000031320	A:22330456-22331190	735	+
ENSSHAG00000001704	A:22331191-22332126	936	+
ENSSHAG00000029599	A:22332127-22333032	906	+
ENSSHAG00000031666	A:22333033-22333824	792	+
ENSSHAG00000029849	A:22333825-22334769	945	+
ENSSHAG00000004955	A:22334770-22335528	759	-
ENSSHAG00000030492	A:22335529-22336317	789	-
ENSSHAG00000007210	A:22336318-22337136	819	-
ENSSHAG00000002008	A:22337137-22337934	798	-
ENSSHAG00000006248	A:22337935-22338537	603	-
ENSSHAG00000031266	A:22338538-22338885	348	-
ENSSHAG00000004734	A:22338886-22342242	3357	+
ENSSHAG00000024224	A:22342243-22343187	945	-
ENSSHAG00000004385	A:22343188-22344114	927	+
ENSSHAG00000003954	A:22344115-22345428	1314	-
ENSSHAG00000010951	A:22345429-22346052	624	+
ENSSHAG00000021910	A:22346053-22348188	2136	+
ENSSHAG00000025322	A:22348189-22349334	1146	-
ENSSHAG00000010776	A:22349335-22350417	1083	+
ENSSHAG00000023844	A:22350418-22351941	1524	+
ENSSHAG00000010582	A:22351942-22353117	1176	+
ENSSHAG00000010293	A:22353118-22354197	1080	+
ENSSHAG00000009705	A:22354198-22355688	1491	+
ENSSHAG00000008515	A:22355689-22356483	795	-
ENSSHAG00000021467	A:22356484-22358631	2148	-
ENSSHAG00000004054	A:22358632-22359468	837	-
ENSSHAG00000004753	A:22359469-22360302	834	+
ENSSHAG00000005128	A:22360303-22361253	951	+
ENSSHAG00000017919	A:22361254-22361949	696	+
ENSSHAG00000017895	A:22361950-22362885	936	+
ENSSHAG00000020841	A:22362886-22363923	1038	-
ENSSHAG00000029343	A:22363924-22364709	786	+
ENSSHAG00000017771	A:22364710-22365375	666	-
ENSSHAG00000017745	A:22365376-22365906	531	-
ENSSHAG00000017706	A:22365907-22367469	1563	+
ENSSHAG00000022297	A:22367470-22367847	378	+
ENSSHAG00000014726	A:22367848-22370304	2457	+
ENSSHAG00000011833	A:22370305-22372251	1947	+
ENSSHAG00000011158	A:22372252-22375482	3231	-
ENSSHAG00000031734	A:22375483-22377972	2490	+
ENSSHAG00000007431	A:22377973-22378854	882	+
ENSSHAG00000007160	A:22378855-22379829	975	+
